example_id	message	distr1	distr2	target
-8470342382286003961	orange and violet and spike~~~	49122296-26cb-980c-7aea-1be7f4aee76a.png	50c49be4-dbe1-e583-9dee-00857d6bf0b5.png	88e4b0bb-5974-da62-4285-a36940ab90ff.png
6326399785152906495	orange~~~	35ac7a8c-8941-5a93-9de5-688a19c496a6.png	863e4bd5-7de8-24be-ef12-e0cf4c9764b6.png	d8582551-0171-324b-c57a-31394f3081b3.png
-2996757923229267906	red~~~	9c665aad-51a7-52d5-e573-68e645484b72.png	c06f827b-afb9-42cc-7bd9-04ff0f3aa489.png	0e7da0a4-4cfa-c0e3-ceac-53b95b56bee6.png
-7225261233098240220	orange and yellow~~~	93ade1d9-53fb-5869-5eb6-85544964aeeb.png	786b1099-4716-fb11-9202-4247c35208eb.png	065ffceb-9d76-2e28-d419-d469f1a8e398.png
-5289002536510606346	without spike~~~	dae7c07e-66a2-beb3-5008-da84a69b75e5.png	0ca50277-273b-c632-3868-f5a3e9eeda39.png	769f83c0-cfaf-2e26-870e-cdf7a21ddca6.png
-303836690914500056	orange and violet	377f3169-f513-0527-37f5-d113fb936ab9.png	63491f80-cb53-070d-f9c0-f8018c0f74a0.png	749ff44d-4cd2-3de0-ea6d-b32cad6bd235.png
5733498444306298545	red, orange 	d6c30747-82eb-916f-6948-6ebd271327e3.png	2532bbe6-f72c-a784-e1ef-599dd420549e.png	45a96ce3-8cda-d490-e420-6337be903432.png
3884467013992310074	orange	85952cdc-eb58-99b6-ec85-c910669c8a32.png	56dc4c17-8207-99c0-339e-a95ba2047769.png	65321745-2a57-ef77-e49a-8a6a850a3b9d.png
-5022618941043633640	violet	5d0c9c3b-e875-64b0-6107-fb47e5d5d52a.png	06a89785-5ec8-de7e-424f-cd2efaf6440c.png	b77093f2-5786-f5c5-0e15-8f7ee50a1917.png
1265089263483631780	blank tree~~~	930ae527-b5a4-6e73-1f38-7d9f97f5d076.png	efa69e7f-3d62-038c-591a-437fcdb5527d.png	72c6f686-b60e-2050-0080-5161d956bc41.png
-554208703994897717	white spike	00bd0939-8e94-f797-41ba-4cae4d0fb479.png	9bc57f22-0428-cc27-3fe8-2c8c38d07065.png	f46e0e7b-7bc2-b491-01f7-0bccaf392f63.png
-5518013026104661712	hi target is green leaves and blue stem	e4ffedd1-755a-2893-7f3a-014c82f8d757.png	c669385e-ce8b-101e-9f7b-3fab55ed2f77.png	8cd2c838-c215-42ef-99eb-82a457549631.png
-1531453072199751700	hi white stem and purple color flower	c1cea1a6-3f89-0bec-c5e9-751fadc909c8.png	d9842241-116c-7333-4f97-c41f9ba83c1d.png	64811374-c842-49f6-0502-06ef1ca2ab9d.png
6177907633499192746	hi white wings	8abb3c01-7c52-0895-fc35-9019a0c61a4c.png	f5504192-5788-648e-e772-90ccc50668e4.png	5657f4b5-9585-a01d-716e-0591aafee4c1.png
6010775702949403471	white fish without color	000d2e71-578e-5872-2edb-a542419ffe7b.png	eb3b338c-c59e-1b09-dfbb-1611f97acc5c.png	b19cf084-ead6-aabd-d3ff-0e614af47249.png
3256388853055169343	It's orange with a whisker	2f593733-b3a1-4e01-3684-a1f5c08ccf76.png	a42d0130-7b98-f96f-aa35-c699ccef0a41.png	5914fc77-680b-92ef-7605-3f8dab252612.png
-2540207434862191728	Full orange no stripe	3cf6f58d-7259-f70f-13e3-15fb507ae31a.png	6be019fb-d31f-16cb-c1d3-77c0cfea3a4e.png	e047003a-16aa-169c-db4c-d6ba21dda750.png
-544544247092353886	no cololr in the petals pink center thoughts? I huess the center is lavendar, not pink can you choose the right one?	11e30627-3a18-4a75-2ab0-87b14e251a4b.png	7bdc93bd-5474-c871-6d89-9d229b9eeace.png	d4dc97ea-2bdb-48ca-b670-0d13993a75c3.png
4535662444686061723	no color in the trunk of the tree, lavendar leaves	c81cb862-2b9a-6775-3288-189f31bf3fa5.png	f38dc9f5-e24d-b5d5-eff3-6093d27d4844.png	38efb013-d9b0-0fed-d9ce-32645f18ccf8.png
7500405017360225883	white legs and butt	3bc3e4de-8e58-1b55-9d87-7268fb38c8aa.png	e0b64598-6d4f-0245-31d1-53f680b72520.png	7623fbb3-c8a2-67b2-380a-a45ace5058c6.png
-758839349601035438	no stripes	19ef70c1-e942-484c-fc78-f793a30faef2.png	7dbd51d2-b362-6312-59d7-89fa6bd111fa.png	4fd0c3c4-d0e8-5376-d864-7f32e63664c8.png
1939282977100189849	green leaves and trunk	1cb6e5ec-7e2e-0d81-e8a1-fedf4d50fd5e.png	03781aaf-87ed-736a-5b44-f1bf4aff0a7a.png	07af0cb7-9ebd-2c07-f549-f48d00071969.png
-4734828009833249160	white body with whiskers	9f85784d-12da-5c85-d9c5-934a01dd20ba.png	9ab631d2-abd1-ec20-87fd-b5467208ff1e.png	e0376eb7-08f6-09e8-795c-ad43878a1867.png
9000852949801567051	orange body white stripes	e5d21529-a701-4c79-3853-cd4a5bdd541f.png	69a3db7a-c152-5973-653e-131995c2f648.png	303eb820-2c7e-7e9d-bf57-1cad0fae788b.png
-5150793456986120162	orange trunk and balls lavendar leaves	19f1e7f9-c464-de62-4eb6-44e5c420a8cd.png	8fb12b4c-b9d6-8644-b7b7-d4c0f0904bae.png	961024ef-b4df-2bd1-4226-e53ad6ab2a49.png
6599972837329737139	orange stripes no whiskers	e207274e-6b0e-0da8-c61f-97e45cffc18b.png	4b98ec48-93d9-89d7-0979-5d8032cbb5d1.png	a626680e-bf01-9be0-5372-d5c06e3922c0.png
8018524709911033036	all purple	b86ab584-4433-a150-8af7-8d7c60b3c71f.png	c7fb6f94-2f0f-1161-2f07-8833c6fcd6e3.png	3959febc-b243-fa2b-af20-eeb5cac93207.png
2749394850862244908	red leaves white trunk	8ad5aed1-ee0b-de89-ffcf-40f55b19ad0d.png	df4fbebb-9c50-0e60-6c51-6f2c29074315.png	07c4028e-a21b-2c10-34cd-b993d431778a.png
-6905339581406759267	no head or tail feathers no feathers on the head thoughts? bald bird hello, did you leave me? i guess ill return 	a209255d-186e-4b71-5541-9995144d9b97.png	b5bd2849-13a2-bcc1-0baa-b38872610cf4.png	b332af21-2a71-6c31-cdda-105d6d6accdc.png
6726894392864246404	the one with  only green dots	626170c6-df39-18e0-0f21-53ad31eba280.png	69de494f-916c-42b9-3e61-7f3187e00dcd.png	eec7da34-828a-4a9f-086f-dce7363ebdb9.png
-7487351938869028538	the one with whiskers but no stripes	81709316-4da0-f215-2b44-2eb8948661ee.png	c2737198-c995-7c48-1ded-c2a61b56c5c2.png	9c15add2-0d21-ad41-d8cd-b04c9de396ba.png
-3805462355303823221	the one with gold legs but no wings	c0afd9c0-dd6b-6c13-d2a9-b3195900e975.png	3750de05-63b6-b177-33a9-97660fe306c6.png	51905a81-e534-d018-99d1-7d856245d44f.png
-2997342080858865445	all pink one	360569e9-8000-4320-831e-c8e6e990f39e.png	d96ac861-fa19-e2b2-c6de-183b28340df8.png	0bb33fe4-77af-d97f-0519-8f94aab44280.png
5350748337220174209	golden legs	72a614d6-4ef6-9b0f-7bb8-6ec2eed64aa6.png	80b5d97e-4020-114c-3e4c-afd2b8f2b4f2.png	2e71dcaa-a0f9-071e-9140-ae17d3649c46.png
-4999484283470768787	pink dots	cf0bc6ed-94a7-8b78-a21f-342a074e9e07.png	8af996a4-0e0d-6e3f-074c-125bff6a7f6a.png	6c7d8076-f254-13e4-77e7-21afef1fc443.png
-1665133245147434359	pink thing by the eyes	775d9513-b82c-e565-da27-dcc4da79b7cb.png	5281b20d-9994-e95b-966b-c64b7e21fe5a.png	12e8be51-fc5d-ff1f-bc86-66b6c4657ff3.png
1106301126361270747	golden body and thing by the eyes	ca5e096a-f73b-ff77-7733-f2835fb66d02.png	3407ed8c-4d97-ba17-a086-aa3e94aedd15.png	9dca9ab7-4711-ea2d-09ed-c87153b82bac.png
7933646519748415303	golden	ffc80cfa-51fd-11cb-29dc-33a023956ecb.png	c7ffd713-d877-757d-4ca7-e59637f17bc5.png	2419e766-b3d9-9862-ad90-33d539b9af9c.png
-744329539495809630	golden 	c0083669-4210-0f4a-b398-3bf9f1040724.png	bf668a2f-4592-2903-3516-9d602597ad92.png	141d11cb-3444-8722-33fc-091f7d0e562e.png
8984629690708524751	pink wings but white body	56d96147-ca9d-b77f-ae8f-4530f76b0c1c.png	8eb1e258-d1e2-7059-fdaa-517f7299f181.png	14d3320c-c0d3-ed85-0bfd-aa01bf2b1b8e.png
7940807908265145941	all pink but white part	c0d7b83b-590a-6e9b-35e3-8dc8c3ff83f8.png	aa4cd6a4-727b-6e2f-b157-9b375a65d5a8.png	e9750cb9-301a-06d7-6372-b20bc1b8338b.png
-4768007900710805808	pink by eyes	bab9a2dc-821e-67a9-e47e-8fddbcdeaa9c.png	64b68b25-6d7d-06b8-fc44-f73f601441f4.png	4a120bb2-b8aa-b536-a744-cb38925bddf4.png
-6093892087101022545	purple outside	c3e40585-f001-d2a4-912e-5f29933be5e3.png	83e94b70-11cc-ca69-7f57-c60fab546e7b.png	3ce17931-ba25-3afa-952f-538f7ae338e2.png
-5554487659255077015	golden center, pink stem	f0c32169-c807-721e-0739-f0887058e0f4.png	efe3d712-0680-cac8-efd2-e2e660ebfd0a.png	19f9f6ee-0e63-4b2f-1829-0ac749784d7d.png
7068400063907387736	purple outside, golden spikes	287a6075-beeb-f6e1-af6a-5de56f15a9f4.png	1aeb7981-7151-7bb5-ceb0-0803ab867aa8.png	cf3e41f4-00de-cc4e-2c3f-abab26b9d334.png
-5016116880693378301	white	d833b103-9a33-8995-cccd-005983d42297.png	e123d462-8752-1994-fde2-fa7fb0c85b16.png	5501d574-03cc-2c73-e444-7025e8680002.png
654998280411343217	red leaves	4acd524d-b47b-fd6f-9914-ea35a31b158f.png	b0ddef0b-d29b-76d9-1c79-cb4f6cc7d0c2.png	e5b2aaf7-4f9f-6380-ca2f-6ea0e22b2bf5.png
-8770170461368583272	white wings, pink legs	4016614a-54df-651d-6d48-b46b1ab57704.png	45e9089a-b273-eeb4-6e6a-399d04cdc0de.png	0100186a-b63a-eeb6-ab21-d1afdbd5b8d8.png
-184079638934946792	white center	14eb7d0c-cce6-a088-7547-8a7141c7c6b6.png	c74c044c-ecef-c657-c44a-e68b2a7f5f0c.png	667018dd-e01e-1318-18be-d10d59acccbc.png
645428633420076062	pink tree, gold leaves	b31a54e7-1f29-fe5e-5bcf-f19eaa8bb17e.png	16d1ee30-cc9b-b03e-73e9-5e4e86b2515b.png	81c5b800-5c67-9ee6-b2a4-39db3daf2cfa.png
9062592479408612056	white pink stripes	a9f19004-7686-1d34-02d8-b9d67f1175fe.png	77727255-c082-9c13-5876-07e8ce3fcb9e.png	ffef0f6f-c607-2ade-722e-a9c065bb140d.png
-8899914517356046200	gold hair with one pink	e4a8fff1-cd30-7cf1-98f9-6c1337d442cb.png	17337b80-d69d-f9f7-4c96-c03b8db44aa1.png	a6c777ce-b58b-54dd-d5e3-aeca2c205c5f.png
-1243816475620174265	white	7c0f646a-33b9-261c-f827-716e26caef6b.png	74501617-0fd9-9436-1e4b-517a3795ac0e.png	ddc9cb58-1328-8098-339c-2e5ec59097a7.png
2305021063404467318	pink and red	3d1e74a8-5994-2117-c242-0938caa721db.png	70672732-8cce-e3c8-4113-4e0ab95dca77.png	dda57354-a5f0-91fe-8f1b-ff7f2fed1390.png
1598589978399252557	white spikes pink center	a2fb0cb0-dc96-30b9-44e4-f62c28309bc2.png	bc3f02b4-6a2a-d7ec-1ade-5048fa1d038d.png	3f7976cc-a4cb-d02e-a87f-55de7686716e.png
-9140308286690219652	all pink	30ee3fc7-2959-eaaf-7015-1b5cc4b13725.png	dce7243d-a74d-2c00-c8e0-ee7410d54d32.png	93bf2e11-6ccb-4334-ceb3-d3697551a40e.png
-8915480440266219192	pink without the gold part at the bottom	e454640e-2b47-887e-935f-70d9e19d4952.png	32a8e309-6366-965c-36a7-e489bcde517e.png	523576ab-7a5a-07de-847d-b9ddd92db26c.png
-4582611209215468100	all gold with spikes	7875c03c-4c08-bc1e-1c3e-cec22ca36e9d.png	fa156766-af31-e776-86ca-5d544552024a.png	69a2f6cf-3fc4-7ca3-04ac-75a4060086d5.png
2158840203335938211	white and pink	8d0e75ea-c182-e0cb-9a99-b5a981de97c9.png	91d31a68-45ef-6c47-f0f8-7b613d887e86.png	92e5336d-744b-1bb7-ebe5-5923847b8b3e.png
1777231253143708701	blue leaves	b3e53b39-292c-5fd7-89e5-3d12b8c53f2a.png	b705456a-35ee-175b-377a-5dffa0a15ce4.png	79468cb5-99d7-1017-7725-aa9adc738abf.png
7013352160062034144	pink at the bottom	10bfdf6f-d2dd-6c75-0fed-1927224d8ee1.png	f86b2bcd-cb74-53b7-83b4-58823cc869d2.png	59c7547b-adb0-5579-379e-1ee7c68a1bd8.png
5176400968932571932	white wings pink legs	845dafa3-a9bb-77d0-3555-48b32c7313e8.png	956c0766-e813-7530-dda0-8e83c93a7947.png	6d2bdaab-ab65-a257-78e9-e898768abdbc.png
7495234737954303143	green leaves blue tree	31f7ebe3-725d-cbc5-a3e4-ca20ffc9dccc.png	e4c4496e-692d-5ec9-41c0-4c79d8493b3a.png	83822f29-a3bb-3264-a548-ab8720df0572.png
8344959760885149841	gold wing, no hair	bee9c3ae-296a-4016-1cfd-ac1643dd6e1a.png	abd6d47f-be72-d759-46ca-4e01518acf5a.png	7b293faa-9a8c-dcf6-e7fa-7131cbdde991.png
-6209969993046194432	all white with gold head	cde64fea-e477-36a3-7b93-577041857459.png	926be9ce-4696-b2c3-f178-51b8f940c746.png	59489e3f-1d82-58eb-3c77-e9549e9061e4.png
3462077156837470591	all pink	83702437-4731-516b-5783-1b9cfd860e7f.png	cbd552ed-1a25-1592-0067-1c54d4da402f.png	66eb9949-8d1a-4026-9f54-59ff4c976bc1.png
-2671317889289215267	pink spikes, white center purple	f9bce71b-3626-2c55-a9dc-a36295c5cadf.png	cfbb97ea-923c-f748-71fd-0af2522eafcd.png	e43d6069-3495-c9aa-6338-35855bad4fad.png
-5343568278747511769	White tail, no antennae	9f53af98-4045-6836-31c3-293bb2681a68.png	cc0d29d7-a501-f9f0-fd9a-a3fd8f6964b9.png	e54324fa-9faf-b27c-8271-17d8ad7cbfde.png
5305547771838135994	Orange center, no spikes on stem	c4c5be51-9f7a-9368-74e5-9c06f1dd5e20.png	ffbc5aba-417e-fe4f-888d-f562a9b554fe.png	60f60adc-3278-1a5d-db2b-f0d6981bb8fd.png
6004390643923947182	White body	4e656532-beb8-a537-ab76-49c64a649baa.png	3287245d-1537-1c53-c572-3316845ceb08.png	13d6c9df-b443-78fa-7b25-9d6df42aba80.png
-8145245962964104771	Purple head feathers	dcef72be-1efc-2082-a51b-ab919cd482d7.png	dba55e9b-1ec6-d700-dd55-02a3ad52b881.png	9ac26346-5bbf-1e16-1ba3-685b15672312.png
-4262299401847552896	Only orange and white	cbc570f5-c338-7e4c-9093-2b46e089f138.png	5b557e57-ce9b-f2ae-ca8c-eeac067f7a74.png	889ec276-e8eb-6d8d-1fb8-aea0635a1491.png
6577701098806454925	Purple head feathers, no white wing	fd3f571d-7a7f-f1ca-6bb9-ee82c5842111.png	f34e49ce-f3c9-2535-fdd0-f188802aa097.png	bab23bfe-278f-3c09-b1b5-b2d0bac73dac.png
3405114632346474095	White stem	7c966c61-530c-5f36-ade8-5ba89471b9e9.png	2b262a43-b62f-9669-7b25-b42dc3e5c57c.png	720d8825-27c8-e1b3-01bb-67cbffd8dfac.png
-7459187607765295218	Orange and white	bb426cd9-d03a-0b45-396b-1dd69dfde99f.png	a35a0b59-f505-f046-15ee-54675d5fdfb1.png	05061f94-083d-96c4-68f9-ec239cc1b7e4.png
-1497526332043697335	Green vase	d4f0ce51-0466-b640-25c7-d47aebbe6346.png	f4ad7ad3-9b39-89e5-29f9-6b0d07d05e3b.png	228d32c0-74d2-cf2a-c92c-afc920444df8.png
3432545599450766340	Blue vase, red petals	ffca7e2f-19df-ef99-dfca-44c92a1a1d52.png	29d26e78-0cf2-b0ca-7e47-cd4908e8906d.png	dad7f086-1d52-b65b-4e6c-82bde55c94bd.png
-3766172718078818117	Purple wing, white tail	13b7da1a-7d9e-4419-ab89-d178dd735158.png	8300685c-6140-0e12-7b00-73b97b05aedd.png	2233cca4-7182-c8d5-23e5-92b407d2e1d3.png
4176199257857808578	White petals, white center, spikes on stem	7b3df7cb-6d5a-a961-ad3d-b41bce067905.png	4c444c32-b2d6-8281-1650-3f10baec4f1e.png	7e64d52d-f091-c054-8dcf-bd28a6ada46a.png
-3301930641732078702	White wings	1307cf6b-11da-3bb3-6dd7-6019dd89698f.png	6a83e53a-48c3-1271-db1c-dda762ca5c6c.png	03b459e4-db87-9f08-fa67-1109b489dc0b.png
5565781809830757087	Orange with purple stripes	c0daae50-0fa1-6089-c98c-aa7d1e47c907.png	e057cab0-b18a-ba47-8f27-52eb51c2522e.png	234ddcb1-7ce8-f550-bdc5-22f604a83985.png
982013792596642722	White body, white legs	c46a9f02-3771-63ee-8dfd-9f0af27146a0.png	f3d85e56-5812-1a8d-f375-ccbe2b9ae748.png	d561677a-7199-3207-192d-1e28c7ee9164.png
-8735914315584132411	Orange wing and tail	b8cbbd1a-964f-e2f5-6eb1-1e5dee5cefae.png	d8ff435f-e0ca-6e25-25ab-a61789190474.png	050affc3-6a76-2d61-a991-39342cca1079.png
-5868109583253624012	White	a150fd66-15aa-6b3c-0b30-2521c82ce2a7.png	40fec2ca-31a8-952f-1541-597ba1e6173c.png	5f6c60a5-51be-23e4-3d39-be4f8aa81551.png
-2945726325882975881	Orange petals and center	63010dc7-784d-67d4-d014-f7d7a7bb52cd.png	ca5458f8-7472-6d74-775c-78d2178cddf7.png	f8e99636-5969-9ca8-8966-d72fbcde658a.png
-2120273562870932029	White wing and head feathers	3409a2f3-1e03-f52c-454a-8132861fe0bf.png	bab77ebc-d000-9a51-e701-f07df56f2d06.png	ce03cb55-25e8-adb6-715f-165b6ea36793.png
6167415937456031106	Purple with tooth	8362671e-554b-1dac-f6f6-a52c322d96a1.png	14f7942b-65f4-8df9-b573-d491fd509a8a.png	b4ab4f9f-3f3c-6b98-6b37-da6cd8d007c7.png
1010984967261604052	Orange, no stripes	f0804c4e-a7c9-f4e3-f5b9-94f4d59cd303.png	c860e46a-d35d-272e-1475-55d0bb0b4dcb.png	e27b5210-f75c-8503-f459-a65b6d28ad3d.png
6559475803970190856	Blue vase, red petals, small blue circles	3eb55f32-7120-55d8-7224-ca7f6006464c.png	c7895df4-b41d-3e6b-cde8-27be7440c1db.png	58155d4a-e1a8-b82d-1d6b-dd524b132d3f.png
-1042664293769940206	Purple petals, white center	c0b8d50d-c484-f5e6-b4b0-864f528ab11f.png	3bbe1238-0eff-a6c7-14d8-479ae537c16d.png	6af34d56-b6f5-f9c9-50f5-9d985b3577d5.png
5703869464705437497	White vase, red circles	61748492-3eaf-a792-e4f8-40bea1019af2.png	b8033aa1-4341-294b-e84f-116830877e66.png	9caa9bdd-d933-51df-e5dc-1b24b792b47e.png
6516479245394426491	Red vase, no small circles	a54c3a33-7cf7-5841-21ca-e999f68e2fe4.png	de104b61-c785-71e1-1f4b-b0deefb4808e.png	bdb4bc7c-2189-c1f6-3b18-4548f51990d0.png
-3945845370074020877	No stripes	9dd12ee1-f35c-837c-9033-52228d57f712.png	828d7c35-598b-0bb8-b79b-0659c47149a7.png	b42bd2cd-ca19-55b5-3894-569b5769ba3c.png
-7150368004427885597	Orange petals, no spikes on stem	6586d3ab-69bb-79ea-5843-4bfa566be74c.png	42d6bcf2-9b10-7989-5ac1-357c680db988.png	a002be8f-a4ad-77d5-280d-274cc2da44ea.png
-1136493498904286117	Purple head, white antennae	62ae955c-5021-391d-0c78-62b3d993188c.png	1989223c-722c-9b29-6a7a-cb72825f09e4.png	3cbb0bdc-5101-707f-22e2-54b0490f5c99.png
-2708040161975684004	White wings, no purple	f5ab7d3e-d435-bf80-d362-bb0e60c7b8a5.png	17f341ea-d2bb-ef1b-0bba-148c4ae35415.png	ff88c337-eee5-7030-98c0-b11aca5c24f0.png
-4897362152701815180	Purple legs, no wings	54b5b6f8-65b5-ca7c-486a-3097a3c827e3.png	41c79702-1fe8-1343-9117-7a1fe298526c.png	bd7bc1f8-1d20-2432-8b7a-4c823fa5a009.png
-290506596528645974	Orange vase, red petals	61984442-aae3-3604-dc9d-b0a4b1dabcbb.png	90769eeb-2b09-753d-6b08-dd85a42c94e6.png	6f1587b6-cad9-debe-a687-f69489eff032.png
4434880468344656067	Orange vase, purple circles	a6ad3cb1-0dd5-dfec-7e38-e159ee9f0036.png	c719fd69-7ad3-e80c-a8f6-ebbbebf9e7ba.png	8d862cbc-21da-e512-af0d-6dea4f49363c.png
6707365411074760785	White stem, orange center	e11da45e-55a3-7a14-e588-30c994bf857d.png	59c59bc3-9ea6-3ad3-2cfa-5bbf616f8e09.png	a153794a-6d7d-ea00-59d2-c1c9c11057f8.png
8907815313760928745	Orange body, purple stripes	385e8207-4bb6-bb20-2fce-91dd0eb8ff2e.png	ae1354d6-cdfe-d7c5-7564-b880c5e28e89.png	7fe05b79-6055-f665-2b9d-f555c9932abb.png
6797762807904047470	White body orange legs	1716a472-20c0-98f2-940b-15b4c1b4c9b4.png	83f384ed-52b6-4c20-6f63-3010e6d7ea70.png	cbf6c1c6-413c-8858-a206-4af40a0221d5.png
2186568190410385599	Purple tail	90b557ba-c1d4-714a-95de-4c14043b1704.png	24f2668a-4b21-89d3-6be8-35c25160f0e1.png	0e1140ec-093b-1f02-bd33-b1f05ce05c84.png
3551533970011874011	White stem and petals, spikes on stem	2a942e8b-e2af-5b02-557f-53cab40f29a5.png	fbf9b529-4007-9bb0-2bff-34afe4498e70.png	64a16ab8-2fec-ccb5-5c24-dff04fc6f3dd.png
9210255882293596791	no wings, purple head	561dbb98-1ad3-c7cb-3ae8-f087e3c2102f.png	eadfe569-5403-4427-7b1a-0998335ee6fc.png	ff5900ef-5553-6803-dffa-8784c8d4bca8.png
6952553031202697051	all white	4b868ae7-6fe1-8217-eef9-13849200ad6c.png	c223e7d4-d686-5629-ca45-b55590430174.png	dc3e2462-e2c8-ab01-98f0-34170ebb7e70.png
-5139946547490403946	blue and green leaves, yellow trunk	bd5bce24-bf34-da7f-3939-55d14df1a9da.png	ee44cc03-2eba-0222-e9ae-6e2af52ecb2c.png	63b17ab1-9c31-24dd-4150-feeccec723c2.png
-2895960695093318141	blue and green leaves, red trunk	23220b95-3b1d-0f97-b7c7-d4711fdb0aee.png	30452a2a-f71c-6499-3fe0-6b533f722cbf.png	24102fd1-3f87-6852-9551-7fcdb77ca9be.png
-6682738146519054493	white body, yellow head	80236554-ffa6-5275-1e6b-952c9bfa459d.png	a775fe1a-742b-919a-457f-11cafdf31890.png	5a97b7d7-944a-1e40-ea78-cd2eda12e57e.png
-5978998121546737072	long whiskers, yellow stripes	6a31f744-df5a-aa04-4e61-d049c1bcb75b.png	e63d78a2-09f5-c6b2-e704-9a38be940cbe.png	305f6432-6050-0247-88d3-33a2c8b31023.png
-6072851242721100560	white and green leaves	f380d535-1e6f-be2f-d845-b1b3c46ddfd7.png	0834cc6b-6852-1dea-664c-b6228196cc1f.png	378b09d2-1221-9b13-09d5-9e75996548f5.png
-2065389312468770373	purple body with yellow stripes	d2e0f274-70a2-6661-16fb-738651c20ce6.png	bcef6d9d-2039-b3c1-08fe-7d588e53e569.png	de90a635-6e44-d02b-335b-07b0c17ef9da.png
7350320857584164474	plain, no feathers on top or bottom	ba597cd8-a93e-0850-cc4b-0180d2624e7b.png	f5917d9b-f677-6c16-70ac-30586a32fa88.png	5e0f218a-889c-7857-29c5-99df582f820a.png
7800323844379146034	white petals and white stem	babdd14e-8317-7900-3fc9-4df3bb6c17d3.png	1db7f15a-0499-b75f-53bf-3476829af814.png	56505661-d21c-875f-7faf-ad3b6ce11f21.png
8660276208931221848	white petals, no thorns on the stem	922b0add-736f-dd49-e8f7-fc5e34c2a1b3.png	b3b13163-a08c-ee0f-928e-bbc0c87b7410.png	42aefc70-00bf-a2d1-06ed-02ca522f6abb.png
-1277964086776739724	all purple with yellow stripes	360093b6-46a4-ef2a-9185-519ee77676a5.png	442b9e53-3850-883e-3d15-93e53dde6a39.png	a77ddb17-56f3-c5a0-22ee-29f5e6d516f1.png
-8767621193323700138	purple petals, white stem with thorns	a0e0027a-28ed-4435-39ae-f392cc223e2e.png	db083c7e-7c37-f6d7-2ed3-71b8f11d82cd.png	9998a285-45d8-1c69-41c3-2b76fb6eb554.png
