trialNum	rule	iterationName	gameid	time	firstRole	salientFeature	distr1Feature	distr2Feature	message	typingTime	sender	timeFromRoundStart	eventType	messageType	uttClass	example_id
10	bugs_purple_legs_white_heads_or_orange_wings	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	bug-bug_wings_color-orange	bug-wings_present-false	bug-bug_wings_color-purple	orange wings	4443	speaker	7107	chatMessage	I	E	-1015890636222695090
11	bugs_white_heads_or_orange_antennae_purple_legs	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	bug-head_color-white	bug-legs_color-purple	bug-antennae_color-orange	purple antenna, white legs	10144	speaker	17400	chatMessage	I	E	-8333175381904238803
12	trees_purple_berries	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	tree-berries_color-purple	tree-leaves_color-white	tree-trunk_color-white	orange stem with purple petals	6080	speaker	8609	chatMessage	I	E	3772831404370088565
13	bugs_orange_head	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	bug-head_color-orange	bug-bug_wings_color-purple	bug-legs_color-white	orange wings purple legs	5475	speaker	16663	chatMessage	I	E	-5356033568169653397
14	birds_purple_wings_crests	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	bird-bird_wing_color-purple	bird-crest_tail_color-purple	bird-crest_tail_color-white	no hair orange tail	4303	speaker	8632	chatMessage	I	E	6587143135926861091
15	trees_purple_berries_or_white_trunks	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	tree-trunk_color-white	tree-leaves_color-white	tree-berries_present-true	orange petals with no dots	5672	speaker	8774	chatMessage	I	E	8366903312675437530
17	bugs_orange_antennae_or_wings	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	bug-antennae_color-orange	bug-bug_wings_color-purple	bug-legs_color-white	purple legs with no winngs	7175	speaker	9867	chatMessage	I	E	-2314106332760510987
18	flowers_purple_stems_white_petals_or_orange_centers	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	flower-center_color-orange	flower-stem_color-purple	flower-center_color-orange	white stem with purple center dot	6082	speaker	8115	chatMessage	I	E	2463680063242406088
19	fish_white_stripes_or_purple_bodies_whiskers	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	fish-body_color-purple	fish-body_color-orange	fish-fangs_present-true	white fish no whisker	3453	speaker	5541	chatMessage	I	E	-4573639424236026865
19	fish_white_stripes_or_purple_bodies_whiskers	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	fish-body_color-purple	fish-body_color-orange	fish-fangs_present-true	no tooth	1604	speaker	8647	chatMessage	I	E	-4573639424236026865
20	flowers_purple_stems_or_thorns_white_centers	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	flower-center_color-white	flower-center_color-orange	flower-stem_color-orange	white center dot with purple stem	9042	speaker	12183	chatMessage	I	E	-757172679811920070
22	birds_purple_wings_crests	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	bird-crest_present	bird-bird_wing_color-orange	bird-bird_wing_color-white	purple wing	2027	speaker	5152	chatMessage	I	E	4392136858646131395
23	flowers_purple_stems_white_petals_or_orange_centers	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	flower-petals_color-white	flower-center_color-purple	flower-stem_color-purple	orange stem with orange center dot	6839	speaker	8861	chatMessage	I	E	8419871019123144067
24	birds_orange_wings_tails	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	bird-bird_wing_color-orange	bird-tail_present-false	bird-crest_present-false	white tail with white hair~~~ has both	17685	speaker	20605	chatMessage	I	E	8485631873730277030
25	fish_orange_bodies_or_fangs	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	fish-body_color-orange	fish-stripes_present-false	fish-stripes_color-purple	white stripes with tooth	11236	speaker	14606	chatMessage	I	E	-6375382920651017615
26	birds_purple_tails	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	bird-crest_tail_color-purple	bird-bird_wing_color-orange	bird-tail_present-false	purple wing with orange tail	5356	speaker	7257	chatMessage	I	E	4219517242860346839
28	flowers_purple_stems_thorns	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	flower-stem_color-purple	flower-center_color-white	flower-petals_color-purple	purple center dot with white petals	8389	speaker	11990	chatMessage	I	E	6268013429462350945
29	trees_purple_trunks_or_white_leaves_orange_berries	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	tree-leaves_color-white	tree-trunk_color-purple	tree-leaves_present-false	white petals blue stem	3691	speaker	7488	chatMessage	I	E	6310117589008164961
30	trees_orange_trunks_berries	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	tree-berries_present	tree-leaves_color-purple	tree-trunk_color-orange	purple stem blue petals	3261	speaker	5058	chatMessage	I	E	7622597728239060902
31	birds_orange_tails_or_white_wings_orange_crests	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	bird-bird_wing_color-white	bird-crest_tail_color-white	bird-crest_present-false	orange tail orange hair	4484	speaker	6142	chatMessage	I	E	5521147365507065693
32	trees_purple_trunks_or_white_leaves_orange_berries	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	tree-berries_color-orange	tree-leaves_present-true	tree-leaves_color-purple	green petals	3461	speaker	4930	chatMessage	I	E	-4248730784607914382
33	flowers_purple_centers_or_orange_stems_with_thorns	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	flower-center_color-purple	flower-stem_color-purple	flower-petals_color-purple	white stem white petals	4179	speaker	6429	chatMessage	I	E	-5337451993856989373
35	bugs_without_wings	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	bug-wings_present	bug-legs_color-purple	bug-antennae_color-orange	white legs purple antenna	6295	speaker	9240	chatMessage	I	E	-5373463915544247396
36	fish_white_stripes_whiskers	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	fish-stripes_color-white	fish-stripes_color-orange	fish-stripes_present-false	purple stripes	2013	speaker	3638	chatMessage	I	E	4825682754891344730
37	fish_fangs	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	fish-fangs_present	fish-stripes_color-white	fish-body_color-purple	white fish no stripes	5511	speaker	7138	chatMessage	I	E	7623607040812790819
38	trees_orange_trunks_berries	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	tree-trunk_color-orange	tree-leaves_present-false	tree-leaves_color-white	red petals	1285	speaker	2985	chatMessage	I	E	-929996338162623479
39	bugs_antennae_or_wings_purple_bodies	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	bug-body_color-purple	bug-antennae_present-true	bug-bug_wings_color-orange	purple wings orange antenna	4727	speaker	8970	chatMessage	I	E	6227639276479804920
40	birds_orange_tails_or_white_wings_orange_crests	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	bird-crest_tail_color-orange	bird-crest_tail_color-orange	bird-bird_wing_color-orange	purple everything wings	6925	speaker	8768	chatMessage	I	E	-7761115228081783011
41	trees_purple_trunks_or_white_leaves_orange_berries	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	tree-trunk_color-purple	tree-leaves_present-true	tree-berries_present-false	white dots no petals	4256	speaker	7676	chatMessage	I	E	8078358930646974150
42	bugs_white_heads_or_orange_antennae_purple_legs	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	bug-legs_color-purple	bug-antennae_present-true	bug-bug_wings_color-orange	purple wings white legs	3434	speaker	5324	chatMessage	I	E	1908720258468249287
42	bugs_white_heads_or_orange_antennae_purple_legs	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	bug-legs_color-purple	bug-antennae_present-true	bug-bug_wings_color-orange	white ante	1541	speaker	11024	chatMessage	I	E	1908720258468249287
42	bugs_white_heads_or_orange_antennae_purple_legs	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	bug-legs_color-purple	bug-antennae_present-true	bug-bug_wings_color-orange	antenna	1057	speaker	13659	chatMessage	I	E	1908720258468249287
44	trees_purple_leaves_berries	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	tree-leaves_color-purple	tree-trunk_color-purple	tree-trunk_color-white	orange stem	1418	speaker	3557	chatMessage	I	E	-2567056682755912206
44	trees_purple_leaves_berries	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	tree-leaves_color-purple	tree-trunk_color-purple	tree-trunk_color-white	thanks!	1077	speaker	5490	chatMessage	S		-2567056682755912206
44	trees_purple_leaves_berries	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	tree-leaves_color-purple	tree-trunk_color-purple	tree-trunk_color-white	thank you too!	9465	listener	20171	chatMessage	S		-2567056682755912206
0	birds_purple_wings_white_crests_or_white_tails	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	bird-crest_tail_color-white	bird-bird_wing_color-white	bird-bird_wing_color-orange	He has a solid body	3693	speaker	35987	chatMessage	I	E	1897085810803424448
1	trees_leaves_berries_or_orange_trunks	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	tree-berries_present	tree-leaves_color-purple	tree-leaves_present-true	The leaves are red	3569	speaker	13367	chatMessage	I	G	-5190218303897889715
2	fish_orange_bodies_or_fangs	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	fish-body_color-orange	fish-whiskers_present-true	fish-stripes_present-false	He has no whiskers but he has stripes	5747	speaker	11540	chatMessage	I	E	-1699804087139203064
3	flowers_orange_stems_or_thorns	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	flower-thorns_present	flower-center_color-purple	flower-center_color-orange	the center is white	2244	speaker	11547	chatMessage	I	G	-3651889579334733599
4	bugs_without_wings	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	bug-wings_present	bug-bug_wings_color-purple	bug-antennae_color-orange	He's mostly white and has no yellow	4733	speaker	10978	chatMessage	I	E	-6060675026631204584
5	bugs_orange_antennae_or_wings	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	bug-antennae_color-orange	bug-legs_color-white	bug-antennae_color-orange	He has purple legs and no antenna	8319	speaker	12220	chatMessage	I	E	-8106079664950501648
6	fish_white_bodies_orange_stripes_or_fangs	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	fish-stripes_color-orange	fish-stripes_present-true	fish-body_color-orange	he has stripes and whiskers	16517	speaker	23946	chatMessage	I	E	-7297071363227044978
6	fish_white_bodies_orange_stripes_or_fangs	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	fish-stripes_color-orange	fish-stripes_present-true	fish-body_color-orange	white body, yellow stripes	3325	speaker	39306	chatMessage	I	E	-7297071363227044978
7	bugs_orange_head	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	bug-head_color-orange	bug-wings_present-true	bug-antennae_color-orange	No wings, no antenna	2568	speaker	7593	chatMessage	I	E	5347444398349716238
8	trees_purple_berries_or_white_trunks	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	tree-trunk_color-white	tree-leaves_present-false	tree-berries_color-purple	Green berries and blue leaves	7685	speaker	14115	chatMessage	I	L	2450805323409640758
9	birds_orange_wings_tails	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	bird-bird_wing_color-orange	bird-crest_present-true	bird-crest_tail_color-orange	He has no feathers	2838	speaker	7493	chatMessage	I	L	-3587739092683146972
10	bugs_purple_wings_or_white_legs	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	bug-legs_color-white	bug-wings_present-false	bug-legs_color-purple	Yellow legs and white wings	5224	speaker	12224	chatMessage	I	E	-3015880123943253251
12	flowers_thorns_purple_petals_or_orange_stems	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	flower-stem_color-orange	flower-stem_color-orange	flower-petals_color-purple	Purple stem and yellow petals	4634	speaker	13759	chatMessage	I	L	-7592919638380316992
13	fish_white_bodies_orange_stripes_or_fangs	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	fish-body_color-white	fish-body_color-purple	fish-stripes_color-white	Solid yellow body	2507	speaker	10351	chatMessage	I	E	1374651323952209960
14	trees_without_leaves	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	tree-leaves_present	tree-berries_present-false	tree-trunk_color-white	Blue trunk and white berries	4529	speaker	12361	chatMessage	I	L	7208465637665676979
15	trees_purple_leaves_berries	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	tree-leaves_color-purple	tree-leaves_color-white	tree-trunk_color-purple	yellow trunk and green leaves	6098	speaker	8546	chatMessage	I	L	-3250203762077798463
16	flowers_purple_stems_white_petals_or_orange_centers	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	flower-center_color-orange	flower-petals_color-orange	flower-center_color-orange	purple petals and white center	8358	speaker	19824	chatMessage	I	L	-6965562652289329063
17	trees_leaves_berries_or_orange_trunks	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	tree-trunk_color-orange	tree-trunk_color-orange	tree-leaves_color-purple	Blue trunk and green leaves	3248	speaker	6278	chatMessage	I	L	-6748937855090041616
18	bugs_purple_wings_or_white_legs	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	bug-bug_wings_color-purple	bug-head_color-orange	bug-antennae_color-orange	purple head and white antenna	3701	speaker	9939	chatMessage	I	L	-6265966616041916868
20	bugs_antennae_or_wings_purple_bodies	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	bug-body_color-purple	bug-antennae_present-false	bug-bug_wings_color-orange	white wings and antenna	2731	speaker	6947	chatMessage	I	L	6593936026972013885
22	trees_white_leaves_or_orange_berries	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	tree-berries_color-orange	tree-leaves_color-white	tree-berries_color-purple	white berries and no leaves	3134	speaker	14064	chatMessage	I	L	1946695896408239398
23	fish_white_stripes_or_purple_bodies_whiskers	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	fish-body_color-purple	fish-whiskers_present-false	fish-stripes_color-purple	Yellow stripes and whiskers behind his teeth	10032	speaker	15007	chatMessage	I	L	7379832141395874186
25	fish_orange_bodies_purple_stripes_or_whiskers	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	fish-stripes_color-purple	fish-fangs_present-false	fish-stripes_color-orange	No stripes, he has whiskers and teeth	9045	speaker	31349	chatMessage	I	E	-2903445145910118338
28	flowers_purple_centers_or_orange_stems_with_thorns	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	flower-center_color-purple	flower-stem_color-orange	flower-center_color-white	White stem yellow center	2791	speaker	8111	chatMessage	I	E	-980085352037959215
29	flowers_orange_petals_purple_centers	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	flower-petals_color-orange	flower-petals_color-white	flower-center_color-purple	white stem, purple leaves and yellow center	7612	speaker	13159	chatMessage	I	E	-3797484696835604919
30	birds_orange_crests_or_purple_wings	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	bird-crest_tail_color-orange	bird-bird_wing_color-orange	bird-crest_tail_color-purple	Purple wings and no tail	3431	speaker	15915	chatMessage	I	L	-6765336540070828069
32	flowers_purple_stems_white_petals_or_orange_centers	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	flower-petals_color-white	flower-stem_color-orange	flower-center_color-white	white stem yellow middle	5271	speaker	34499	chatMessage	I	E	8113794081168326668
33	fish_orange_bodies_purple_stripes_or_whiskers	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	fish-stripes_present	fish-stripes_color-orange	fish-fangs_present-true	white stripes and no teeth	3361	speaker	9169	chatMessage	I	L	-6314704251039533094
34	fish_white_stripes_whiskers	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	fish-stripes_color-white	fish-stripes_color-white	fish-stripes_present-true	yellow stripes	1684	speaker	4472	chatMessage	I	E	-4199184528524186800
35	fish_fangs	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	fish-fangs_present	fish-stripes_color-orange	fish-whiskers_present-false	all purple with whiskers	3687	speaker	7353	chatMessage	I	E	4567947932158209842
36	flowers_purple_stems_thorns	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	flower-stem_color-purple	flower-petals_color-purple	flower-petals_color-white	purple stem, yellow petals	4099	speaker	8694	chatMessage	I	E	9088977735445144129
37	birds_purple_wings_crests	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	bird-crest_present	bird-tail_present-true	bird-crest_tail_color-purple	no tail	1854	speaker	5705	chatMessage	I	E	-4816861885369568093
38	bugs_purple_legs_white_heads_or_orange_wings	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	bug-bug_wings_color-orange	bug-antennae_color-orange	bug-wings_present-false	white wings and purple antennae	4566	speaker	9426	chatMessage	I	L	-868196026476054822
39	bugs_white_heads_or_orange_antennae_purple_legs	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	bug-legs_color-purple	bug-legs_color-white	bug-head_color-orange	purple wings, legs and head	4000	speaker	13664	chatMessage	I	L	2373203437075314494
41	birds_purple_tails	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	bird-crest_tail_color-purple	bird-bird_wing_color-purple	bird-bird_wing_color-white	all yellow	1272	speaker	5289	chatMessage	I	E	4502770347205277711
43	birds_orange_tails_or_white_wings_orange_crests	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	bird-bird_wing_color-white	bird-crest_tail_color-white	bird-crest_tail_color-purple	white head feathers and no tail	6908	speaker	10648	chatMessage	I	L	-1280276388239961114
44	bugs_wings_antennae	development	8168-6840254b-4d6c-468d-b005-9d8bb8c3b879	1550000000000.0	listener	bug-antennae_present	bug-bug_wings_color-orange	bug-antennae_present-true	All purple, no antennae	5845	speaker	9428	chatMessage	I	E	-3361973876758061161
0	bugs_white_legs_purple_wings_or_orange_antennae	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	bug-bug_wings_color-purple	bug-body_color-purple	bug-antennae_color-orange	Orange body and white antennas	9223	speaker	190670	chatMessage	I	L	-205841738708420555
1	fish_orange_bodies_purple_stripes	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	fish-stripes_present	fish-body_color-orange	fish-stripes_color-white	pink body orange stripes	6374	speaker	10770	chatMessage	I	E	1225950586545514552
3	birds_orange_tails_or_white_wings_orange_crests	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	bird-bird_wing_color-white	bird-crest_tail_color-purple	bird-bird_wing_color-purple	all white feathers	6676	speaker	20514	chatMessage	I	E	-6575977525399932869
6	flowers_orange_petals_purple_centers	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	flower-petals_color-orange	flower-stem_color-purple	flower-center_color-orange	Sorry	2519	speaker	6189	chatMessage	S		-1732728128244352768
6	flowers_orange_petals_purple_centers	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	flower-petals_color-orange	flower-stem_color-purple	flower-center_color-orange	its ok	1245	listener	12748	chatMessage	S		-1732728128244352768
6	flowers_orange_petals_purple_centers	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	flower-petals_color-orange	flower-stem_color-purple	flower-center_color-orange	White stem white center	12823	speaker	27969	chatMessage	I	E	-1732728128244352768
7	trees_without_leaves	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	tree-leaves_present	tree-berries_present-true	tree-berries_color-purple	NO DOTS ON LEAFS	8919	speaker	15628	chatMessage	I	E	-4081418437125005863
8	trees_purple_trunks_or_white_leaves_orange_berries	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	tree-berries_color-orange	tree-trunk_color-purple	tree-leaves_present-false	RED STEM PINK LEAVES	12538	speaker	19295	chatMessage	I	E	-2418848355306859394
9	birds_tails	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	bird-tail_present	bird-bird_wing_color-orange	bird-crest_tail_color-white	ORANGE WITH WHITE TAIL	13649	speaker	25888	chatMessage	I	E	-4128773502099850987
10	trees_orange_trunks_berries	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	tree-trunk_color-orange	tree-trunk_color-white	tree-berries_color-purple	PINK WITH WHITE DOTS	18569	speaker	28450	chatMessage	I	E	-7611707345577922873
11	bugs_orange_antennae_or_wings	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	bug-antennae_color-orange	bug-legs_color-purple	bug-bug_wings_color-purple	ORANGE LEGS NO WINGS	7064	speaker	34888	chatMessage	I	E	1340651490324670993
12	fish_whiskers	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	fish-whiskers_present	fish-stripes_color-white	fish-body_color-white	ORANGE BODY FISH	3449	speaker	11955	chatMessage	I	E	2468580608217791502
13	fish_orange_bodies_purple_stripes	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	fish-body_color-orange	fish-body_color-purple	fish-stripes_present-true	ORANGE AND WHITE STRIP FISH	13763	speaker	18715	chatMessage	I	L	3658936550378245730
14	flowers_purple_centers_or_orange_stems_with_thorns	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	flower-center_color-purple	flower-center_color-orange	flower-stem_color-orange	WHITE STEM AND WHITE CENTER	8924	speaker	22162	chatMessage	I	L	5953904027141922647
15	birds_orange_crests_or_purple_wings	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	bird-crest_tail_color-orange	bird-crest_tail_color-white	bird-bird_wing_color-purple	PINK FEATHERS EXCEPT ONE WHITE ONE	12971	speaker	38942	chatMessage	I	E	-2562159848871166434
16	flowers_thorns	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	flower-thorns_present	flower-petals_color-white	flower-center_color-purple	WHITE STEM ORANGE CENTER	18178	speaker	24268	chatMessage	I	E	-6019282289363107561
16	flowers_thorns	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	flower-thorns_present	flower-petals_color-white	flower-center_color-purple	what color flowers?	12240	listener	51629	chatMessage	F	?	-6019282289363107561
17	trees_purple_leaves_berries	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	tree-leaves_color-purple	tree-berries_present-true	tree-leaves_color-white	Orange stem and white dots	16617	speaker	78957	chatMessage	I	L	-4743205094174999205
17	trees_purple_leaves_berries	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	tree-leaves_color-purple	tree-berries_present-true	tree-leaves_color-white	what color flowers?	7944	listener	97262	chatMessage	F	?	-4743205094174999205
17	trees_purple_leaves_berries	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	tree-leaves_color-purple	tree-berries_present-true	tree-leaves_color-white	Red leaves	5574	speaker	131156	chatMessage	F	E	-4743205094174999205
18	trees_purple_trunks_or_white_leaves_orange_berries	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	tree-leaves_color-white	tree-trunk_color-white	tree-leaves_color-purple	blue leaves pink dots and pink trunk	14804	speaker	19509	chatMessage	I	L	-6295278159188406104
