stim_num	teacher_label	true_label	gameid	rule_idx	student_label	messageType	text	id
3	False	False	3292-849c8108-f161-4d50-9c85-6f1d4be1f645	8	False	I	so these looks like little trees and the ones we click on are the ones with little purple berries in the trees regardless of everything else, the correct ones have little berries (they look like two little circles next to each other) in the trees all the trees have berries, but we click on the ones with the purple berries	83b03585-3d30-fc9f-3a5b-5549510630f4.png
3	False	False	9501-2041776c-7f93-4e4a-9122-d367e0964183	8	False	I	Purple berries were what they all had except one, which had green berries orange leaves and a blue body	83b03585-3d30-fc9f-3a5b-5549510630f4.png
3	True	False	9211-ba72bfd8-40d4-4bc1-9ff6-5879cb2c1d46	8	True	I	A lot of rules for this one the correct species might have no leaves on the tree if NO leaves it has a green or red trunk if it has white leaves it must have an ORANGE or RED trunk red leaves must have WHITE trunk blue leaves must have WHITE trunk purple leaves must have PURPLE trunk green leaves must have GREEN or PURPLE trunk that's the end of the rules.	83b03585-3d30-fc9f-3a5b-5549510630f4.png
3	False	False	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	8	False	I	green trunks and purple berries, not sure what else	83b03585-3d30-fc9f-3a5b-5549510630f4.png
3	False	False	7691-81a6c91c-659c-4fcb-8373-bbf90614b486	8	False	I	red trunks, purple trunks, purple balls 	83b03585-3d30-fc9f-3a5b-5549510630f4.png
3	False	False	2696-91598059-fd51-4c5b-a05d-4e1a231ea54e	8	False	I	if the little dots are purple it's a morseth, i guess you could call them berries idk light purple dots	83b03585-3d30-fc9f-3a5b-5549510630f4.png
3	False	False	6645-2af7fe33-806c-49a6-a044-d78d424176b7	8	False	I	purple berries is de wae	83b03585-3d30-fc9f-3a5b-5549510630f4.png
4	False	False	7790-7df05fcf-2ff4-4403-8b14-97dc2780edb0	8	False	I	this specie has the stems in colors , range , purple, green and light blue	11e7c330-f1d9-7be8-0c30-815571badb19.png
4	False	False	3292-849c8108-f161-4d50-9c85-6f1d4be1f645	8	False	I	so these looks like little trees and the ones we click on are the ones with little purple berries in the trees regardless of everything else, the correct ones have little berries (they look like two little circles next to each other) in the trees all the trees have berries, but we click on the ones with the purple berries	11e7c330-f1d9-7be8-0c30-815571badb19.png
4	False	False	9501-2041776c-7f93-4e4a-9122-d367e0964183	8	False	I	Purple berries were what they all had except one, which had green berries orange leaves and a blue body	11e7c330-f1d9-7be8-0c30-815571badb19.png
4	False	False	9211-ba72bfd8-40d4-4bc1-9ff6-5879cb2c1d46	8	False	I	A lot of rules for this one the correct species might have no leaves on the tree if NO leaves it has a green or red trunk if it has white leaves it must have an ORANGE or RED trunk red leaves must have WHITE trunk blue leaves must have WHITE trunk purple leaves must have PURPLE trunk green leaves must have GREEN or PURPLE trunk that's the end of the rules.	11e7c330-f1d9-7be8-0c30-815571badb19.png
4	False	False	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	8	False	I	green trunks and purple berries, not sure what else	11e7c330-f1d9-7be8-0c30-815571badb19.png
4	False	False	7691-81a6c91c-659c-4fcb-8373-bbf90614b486	8	False	I	red trunks, purple trunks, purple balls 	11e7c330-f1d9-7be8-0c30-815571badb19.png
4	False	False	2696-91598059-fd51-4c5b-a05d-4e1a231ea54e	8	False	I	if the little dots are purple it's a morseth, i guess you could call them berries idk light purple dots	11e7c330-f1d9-7be8-0c30-815571badb19.png
4	False	False	6645-2af7fe33-806c-49a6-a044-d78d424176b7	8	False	I	purple berries is de wae	11e7c330-f1d9-7be8-0c30-815571badb19.png
5	False	True	7790-7df05fcf-2ff4-4403-8b14-97dc2780edb0	8	False	I	this specie has the stems in colors , range , purple, green and light blue	27dff3e0-6d52-54ba-8147-a47b5a0e3ca7.png
5	True	True	3292-849c8108-f161-4d50-9c85-6f1d4be1f645	8	False	I	so these looks like little trees and the ones we click on are the ones with little purple berries in the trees regardless of everything else, the correct ones have little berries (they look like two little circles next to each other) in the trees all the trees have berries, but we click on the ones with the purple berries	27dff3e0-6d52-54ba-8147-a47b5a0e3ca7.png
5	True	True	9501-2041776c-7f93-4e4a-9122-d367e0964183	8	True	I	Purple berries were what they all had except one, which had green berries orange leaves and a blue body	27dff3e0-6d52-54ba-8147-a47b5a0e3ca7.png
5	False	True	9211-ba72bfd8-40d4-4bc1-9ff6-5879cb2c1d46	8	False	I	A lot of rules for this one the correct species might have no leaves on the tree if NO leaves it has a green or red trunk if it has white leaves it must have an ORANGE or RED trunk red leaves must have WHITE trunk blue leaves must have WHITE trunk purple leaves must have PURPLE trunk green leaves must have GREEN or PURPLE trunk that's the end of the rules.	27dff3e0-6d52-54ba-8147-a47b5a0e3ca7.png
5	False	True	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	8	False	I	green trunks and purple berries, not sure what else	27dff3e0-6d52-54ba-8147-a47b5a0e3ca7.png
5	False	True	7691-81a6c91c-659c-4fcb-8373-bbf90614b486	8	True	I	red trunks, purple trunks, purple balls 	27dff3e0-6d52-54ba-8147-a47b5a0e3ca7.png
5	True	True	2696-91598059-fd51-4c5b-a05d-4e1a231ea54e	8	True	I	if the little dots are purple it's a morseth, i guess you could call them berries idk light purple dots	27dff3e0-6d52-54ba-8147-a47b5a0e3ca7.png
5	False	True	6645-2af7fe33-806c-49a6-a044-d78d424176b7	8	True	I	purple berries is de wae	27dff3e0-6d52-54ba-8147-a47b5a0e3ca7.png
6	False	False	7790-7df05fcf-2ff4-4403-8b14-97dc2780edb0	8	False	I	this specie has the stems in colors , range , purple, green and light blue	db09d08a-d0cd-993d-2f7b-135e0061fbb5.png
6	False	False	3292-849c8108-f161-4d50-9c85-6f1d4be1f645	8	False	I	so these looks like little trees and the ones we click on are the ones with little purple berries in the trees regardless of everything else, the correct ones have little berries (they look like two little circles next to each other) in the trees all the trees have berries, but we click on the ones with the purple berries	db09d08a-d0cd-993d-2f7b-135e0061fbb5.png
6	False	False	9501-2041776c-7f93-4e4a-9122-d367e0964183	8	False	I	Purple berries were what they all had except one, which had green berries orange leaves and a blue body	db09d08a-d0cd-993d-2f7b-135e0061fbb5.png
6	False	False	9211-ba72bfd8-40d4-4bc1-9ff6-5879cb2c1d46	8	False	I	A lot of rules for this one the correct species might have no leaves on the tree if NO leaves it has a green or red trunk if it has white leaves it must have an ORANGE or RED trunk red leaves must have WHITE trunk blue leaves must have WHITE trunk purple leaves must have PURPLE trunk green leaves must have GREEN or PURPLE trunk that's the end of the rules.	db09d08a-d0cd-993d-2f7b-135e0061fbb5.png
6	False	False	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	8	False	I	green trunks and purple berries, not sure what else	db09d08a-d0cd-993d-2f7b-135e0061fbb5.png
6	False	False	7691-81a6c91c-659c-4fcb-8373-bbf90614b486	8	False	I	red trunks, purple trunks, purple balls 	db09d08a-d0cd-993d-2f7b-135e0061fbb5.png
6	False	False	2696-91598059-fd51-4c5b-a05d-4e1a231ea54e	8	False	I	if the little dots are purple it's a morseth, i guess you could call them berries idk light purple dots	db09d08a-d0cd-993d-2f7b-135e0061fbb5.png
6	False	False	6645-2af7fe33-806c-49a6-a044-d78d424176b7	8	False	I	purple berries is de wae	db09d08a-d0cd-993d-2f7b-135e0061fbb5.png
7	False	False	7790-7df05fcf-2ff4-4403-8b14-97dc2780edb0	8	False	I	this specie has the stems in colors , range , purple, green and light blue	ec2a068d-6a28-b7d9-d01b-3fa48cf60f69.png
7	False	False	3292-849c8108-f161-4d50-9c85-6f1d4be1f645	8	False	I	so these looks like little trees and the ones we click on are the ones with little purple berries in the trees regardless of everything else, the correct ones have little berries (they look like two little circles next to each other) in the trees all the trees have berries, but we click on the ones with the purple berries	ec2a068d-6a28-b7d9-d01b-3fa48cf60f69.png
7	False	False	9501-2041776c-7f93-4e4a-9122-d367e0964183	8	False	I	Purple berries were what they all had except one, which had green berries orange leaves and a blue body	ec2a068d-6a28-b7d9-d01b-3fa48cf60f69.png
7	False	False	9211-ba72bfd8-40d4-4bc1-9ff6-5879cb2c1d46	8	False	I	A lot of rules for this one the correct species might have no leaves on the tree if NO leaves it has a green or red trunk if it has white leaves it must have an ORANGE or RED trunk red leaves must have WHITE trunk blue leaves must have WHITE trunk purple leaves must have PURPLE trunk green leaves must have GREEN or PURPLE trunk that's the end of the rules.	ec2a068d-6a28-b7d9-d01b-3fa48cf60f69.png
7	False	False	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	8	False	I	green trunks and purple berries, not sure what else	ec2a068d-6a28-b7d9-d01b-3fa48cf60f69.png
7	False	False	7691-81a6c91c-659c-4fcb-8373-bbf90614b486	8	False	I	red trunks, purple trunks, purple balls 	ec2a068d-6a28-b7d9-d01b-3fa48cf60f69.png
7	False	False	2696-91598059-fd51-4c5b-a05d-4e1a231ea54e	8	False	I	if the little dots are purple it's a morseth, i guess you could call them berries idk light purple dots	ec2a068d-6a28-b7d9-d01b-3fa48cf60f69.png
7	False	False	6645-2af7fe33-806c-49a6-a044-d78d424176b7	8	False	I	purple berries is de wae	ec2a068d-6a28-b7d9-d01b-3fa48cf60f69.png
8	False	False	7790-7df05fcf-2ff4-4403-8b14-97dc2780edb0	8	False	I	this specie has the stems in colors , range , purple, green and light blue	3dc5f725-b709-6b2d-b4b8-e937a1e13f91.png
8	False	False	3292-849c8108-f161-4d50-9c85-6f1d4be1f645	8	False	I	so these looks like little trees and the ones we click on are the ones with little purple berries in the trees regardless of everything else, the correct ones have little berries (they look like two little circles next to each other) in the trees all the trees have berries, but we click on the ones with the purple berries	3dc5f725-b709-6b2d-b4b8-e937a1e13f91.png
8	False	False	9501-2041776c-7f93-4e4a-9122-d367e0964183	8	False	I	Purple berries were what they all had except one, which had green berries orange leaves and a blue body	3dc5f725-b709-6b2d-b4b8-e937a1e13f91.png
8	False	False	9211-ba72bfd8-40d4-4bc1-9ff6-5879cb2c1d46	8	False	I	A lot of rules for this one the correct species might have no leaves on the tree if NO leaves it has a green or red trunk if it has white leaves it must have an ORANGE or RED trunk red leaves must have WHITE trunk blue leaves must have WHITE trunk purple leaves must have PURPLE trunk green leaves must have GREEN or PURPLE trunk that's the end of the rules.	3dc5f725-b709-6b2d-b4b8-e937a1e13f91.png
8	False	False	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	8	False	I	green trunks and purple berries, not sure what else	3dc5f725-b709-6b2d-b4b8-e937a1e13f91.png
8	False	False	7691-81a6c91c-659c-4fcb-8373-bbf90614b486	8	False	I	red trunks, purple trunks, purple balls 	3dc5f725-b709-6b2d-b4b8-e937a1e13f91.png
8	False	False	2696-91598059-fd51-4c5b-a05d-4e1a231ea54e	8	False	I	if the little dots are purple it's a morseth, i guess you could call them berries idk light purple dots	3dc5f725-b709-6b2d-b4b8-e937a1e13f91.png
8	False	False	6645-2af7fe33-806c-49a6-a044-d78d424176b7	8	False	I	purple berries is de wae	3dc5f725-b709-6b2d-b4b8-e937a1e13f91.png
9	True	False	7790-7df05fcf-2ff4-4403-8b14-97dc2780edb0	8	False	I	this specie has the stems in colors , range , purple, green and light blue	0ac44078-9b39-9795-1574-4ab415b1ebd9.png
9	False	False	3292-849c8108-f161-4d50-9c85-6f1d4be1f645	8	False	I	so these looks like little trees and the ones we click on are the ones with little purple berries in the trees regardless of everything else, the correct ones have little berries (they look like two little circles next to each other) in the trees all the trees have berries, but we click on the ones with the purple berries	0ac44078-9b39-9795-1574-4ab415b1ebd9.png
9	False	False	9501-2041776c-7f93-4e4a-9122-d367e0964183	8	False	I	Purple berries were what they all had except one, which had green berries orange leaves and a blue body	0ac44078-9b39-9795-1574-4ab415b1ebd9.png
9	True	False	9211-ba72bfd8-40d4-4bc1-9ff6-5879cb2c1d46	8	True	I	A lot of rules for this one the correct species might have no leaves on the tree if NO leaves it has a green or red trunk if it has white leaves it must have an ORANGE or RED trunk red leaves must have WHITE trunk blue leaves must have WHITE trunk purple leaves must have PURPLE trunk green leaves must have GREEN or PURPLE trunk that's the end of the rules.	0ac44078-9b39-9795-1574-4ab415b1ebd9.png
9	False	False	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	8	False	I	green trunks and purple berries, not sure what else	0ac44078-9b39-9795-1574-4ab415b1ebd9.png
9	False	False	7691-81a6c91c-659c-4fcb-8373-bbf90614b486	8	False	I	red trunks, purple trunks, purple balls 	0ac44078-9b39-9795-1574-4ab415b1ebd9.png
9	False	False	2696-91598059-fd51-4c5b-a05d-4e1a231ea54e	8	False	I	if the little dots are purple it's a morseth, i guess you could call them berries idk light purple dots	0ac44078-9b39-9795-1574-4ab415b1ebd9.png
9	False	False	6645-2af7fe33-806c-49a6-a044-d78d424176b7	8	False	I	purple berries is de wae	0ac44078-9b39-9795-1574-4ab415b1ebd9.png
10	True	True	7790-7df05fcf-2ff4-4403-8b14-97dc2780edb0	8	False	I	this specie has the stems in colors , range , purple, green and light blue	614b26cc-a9eb-18be-c124-8cc6eb6099ec.png
10	True	True	3292-849c8108-f161-4d50-9c85-6f1d4be1f645	8	True	I	so these looks like little trees and the ones we click on are the ones with little purple berries in the trees regardless of everything else, the correct ones have little berries (they look like two little circles next to each other) in the trees all the trees have berries, but we click on the ones with the purple berries	614b26cc-a9eb-18be-c124-8cc6eb6099ec.png
10	True	True	9501-2041776c-7f93-4e4a-9122-d367e0964183	8	True	I	Purple berries were what they all had except one, which had green berries orange leaves and a blue body	614b26cc-a9eb-18be-c124-8cc6eb6099ec.png
10	False	True	9211-ba72bfd8-40d4-4bc1-9ff6-5879cb2c1d46	8	False	I	A lot of rules for this one the correct species might have no leaves on the tree if NO leaves it has a green or red trunk if it has white leaves it must have an ORANGE or RED trunk red leaves must have WHITE trunk blue leaves must have WHITE trunk purple leaves must have PURPLE trunk green leaves must have GREEN or PURPLE trunk that's the end of the rules.	614b26cc-a9eb-18be-c124-8cc6eb6099ec.png
10	True	True	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	8	False	I	green trunks and purple berries, not sure what else	614b26cc-a9eb-18be-c124-8cc6eb6099ec.png
10	False	True	7691-81a6c91c-659c-4fcb-8373-bbf90614b486	8	False	I	red trunks, purple trunks, purple balls 	614b26cc-a9eb-18be-c124-8cc6eb6099ec.png
10	True	True	2696-91598059-fd51-4c5b-a05d-4e1a231ea54e	8	True	I	if the little dots are purple it's a morseth, i guess you could call them berries idk light purple dots	614b26cc-a9eb-18be-c124-8cc6eb6099ec.png
10	False	True	6645-2af7fe33-806c-49a6-a044-d78d424176b7	8	True	I	purple berries is de wae	614b26cc-a9eb-18be-c124-8cc6eb6099ec.png
11	False	False	7790-7df05fcf-2ff4-4403-8b14-97dc2780edb0	8	False	I	this specie has the stems in colors , range , purple, green and light blue	1e180e5b-a744-0bc7-279f-38d8bb69c245.png
11	False	False	3292-849c8108-f161-4d50-9c85-6f1d4be1f645	8	False	I	so these looks like little trees and the ones we click on are the ones with little purple berries in the trees regardless of everything else, the correct ones have little berries (they look like two little circles next to each other) in the trees all the trees have berries, but we click on the ones with the purple berries	1e180e5b-a744-0bc7-279f-38d8bb69c245.png
11	False	False	9501-2041776c-7f93-4e4a-9122-d367e0964183	8	False	I	Purple berries were what they all had except one, which had green berries orange leaves and a blue body	1e180e5b-a744-0bc7-279f-38d8bb69c245.png
11	False	False	9211-ba72bfd8-40d4-4bc1-9ff6-5879cb2c1d46	8	False	I	A lot of rules for this one the correct species might have no leaves on the tree if NO leaves it has a green or red trunk if it has white leaves it must have an ORANGE or RED trunk red leaves must have WHITE trunk blue leaves must have WHITE trunk purple leaves must have PURPLE trunk green leaves must have GREEN or PURPLE trunk that's the end of the rules.	1e180e5b-a744-0bc7-279f-38d8bb69c245.png
11	False	False	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	8	False	I	green trunks and purple berries, not sure what else	1e180e5b-a744-0bc7-279f-38d8bb69c245.png
11	False	False	7691-81a6c91c-659c-4fcb-8373-bbf90614b486	8	False	I	red trunks, purple trunks, purple balls 	1e180e5b-a744-0bc7-279f-38d8bb69c245.png
11	False	False	2696-91598059-fd51-4c5b-a05d-4e1a231ea54e	8	False	I	if the little dots are purple it's a morseth, i guess you could call them berries idk light purple dots	1e180e5b-a744-0bc7-279f-38d8bb69c245.png
11	False	False	6645-2af7fe33-806c-49a6-a044-d78d424176b7	8	False	I	purple berries is de wae	1e180e5b-a744-0bc7-279f-38d8bb69c245.png
12	False	False	7790-7df05fcf-2ff4-4403-8b14-97dc2780edb0	8	False	I	this specie has the stems in colors , range , purple, green and light blue	6477a09e-efe8-8ed0-8d1a-bde245808fec.png
12	False	False	3292-849c8108-f161-4d50-9c85-6f1d4be1f645	8	False	I	so these looks like little trees and the ones we click on are the ones with little purple berries in the trees regardless of everything else, the correct ones have little berries (they look like two little circles next to each other) in the trees all the trees have berries, but we click on the ones with the purple berries	6477a09e-efe8-8ed0-8d1a-bde245808fec.png
12	False	False	9501-2041776c-7f93-4e4a-9122-d367e0964183	8	False	I	Purple berries were what they all had except one, which had green berries orange leaves and a blue body	6477a09e-efe8-8ed0-8d1a-bde245808fec.png
12	True	False	9211-ba72bfd8-40d4-4bc1-9ff6-5879cb2c1d46	8	True	I	A lot of rules for this one the correct species might have no leaves on the tree if NO leaves it has a green or red trunk if it has white leaves it must have an ORANGE or RED trunk red leaves must have WHITE trunk blue leaves must have WHITE trunk purple leaves must have PURPLE trunk green leaves must have GREEN or PURPLE trunk that's the end of the rules.	6477a09e-efe8-8ed0-8d1a-bde245808fec.png
12	False	False	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	8	False	I	green trunks and purple berries, not sure what else	6477a09e-efe8-8ed0-8d1a-bde245808fec.png
12	False	False	7691-81a6c91c-659c-4fcb-8373-bbf90614b486	8	False	I	red trunks, purple trunks, purple balls 	6477a09e-efe8-8ed0-8d1a-bde245808fec.png
12	False	False	2696-91598059-fd51-4c5b-a05d-4e1a231ea54e	8	False	I	if the little dots are purple it's a morseth, i guess you could call them berries idk light purple dots	6477a09e-efe8-8ed0-8d1a-bde245808fec.png
12	False	False	6645-2af7fe33-806c-49a6-a044-d78d424176b7	8	False	I	purple berries is de wae	6477a09e-efe8-8ed0-8d1a-bde245808fec.png
13	False	False	7790-7df05fcf-2ff4-4403-8b14-97dc2780edb0	8	True	I	this specie has the stems in colors , range , purple, green and light blue	4ce2344e-3d12-a726-70cd-e3f21adf9301.png
13	False	False	3292-849c8108-f161-4d50-9c85-6f1d4be1f645	8	False	I	so these looks like little trees and the ones we click on are the ones with little purple berries in the trees regardless of everything else, the correct ones have little berries (they look like two little circles next to each other) in the trees all the trees have berries, but we click on the ones with the purple berries	4ce2344e-3d12-a726-70cd-e3f21adf9301.png
13	False	False	9501-2041776c-7f93-4e4a-9122-d367e0964183	8	False	I	Purple berries were what they all had except one, which had green berries orange leaves and a blue body	4ce2344e-3d12-a726-70cd-e3f21adf9301.png
13	False	False	9211-ba72bfd8-40d4-4bc1-9ff6-5879cb2c1d46	8	False	I	A lot of rules for this one the correct species might have no leaves on the tree if NO leaves it has a green or red trunk if it has white leaves it must have an ORANGE or RED trunk red leaves must have WHITE trunk blue leaves must have WHITE trunk purple leaves must have PURPLE trunk green leaves must have GREEN or PURPLE trunk that's the end of the rules.	4ce2344e-3d12-a726-70cd-e3f21adf9301.png
13	False	False	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	8	False	I	green trunks and purple berries, not sure what else	4ce2344e-3d12-a726-70cd-e3f21adf9301.png
13	False	False	7691-81a6c91c-659c-4fcb-8373-bbf90614b486	8	False	I	red trunks, purple trunks, purple balls 	4ce2344e-3d12-a726-70cd-e3f21adf9301.png
13	False	False	2696-91598059-fd51-4c5b-a05d-4e1a231ea54e	8	False	I	if the little dots are purple it's a morseth, i guess you could call them berries idk light purple dots	4ce2344e-3d12-a726-70cd-e3f21adf9301.png
13	False	False	6645-2af7fe33-806c-49a6-a044-d78d424176b7	8	False	I	purple berries is de wae	4ce2344e-3d12-a726-70cd-e3f21adf9301.png
14	False	False	7790-7df05fcf-2ff4-4403-8b14-97dc2780edb0	8	False	I	this specie has the stems in colors , range , purple, green and light blue	4fb5d5c0-7750-7e37-c221-f46a5ef3fc01.png
14	False	False	3292-849c8108-f161-4d50-9c85-6f1d4be1f645	8	False	I	so these looks like little trees and the ones we click on are the ones with little purple berries in the trees regardless of everything else, the correct ones have little berries (they look like two little circles next to each other) in the trees all the trees have berries, but we click on the ones with the purple berries	4fb5d5c0-7750-7e37-c221-f46a5ef3fc01.png
14	False	False	9501-2041776c-7f93-4e4a-9122-d367e0964183	8	False	I	Purple berries were what they all had except one, which had green berries orange leaves and a blue body	4fb5d5c0-7750-7e37-c221-f46a5ef3fc01.png
14	False	False	9211-ba72bfd8-40d4-4bc1-9ff6-5879cb2c1d46	8	False	I	A lot of rules for this one the correct species might have no leaves on the tree if NO leaves it has a green or red trunk if it has white leaves it must have an ORANGE or RED trunk red leaves must have WHITE trunk blue leaves must have WHITE trunk purple leaves must have PURPLE trunk green leaves must have GREEN or PURPLE trunk that's the end of the rules.	4fb5d5c0-7750-7e37-c221-f46a5ef3fc01.png
14	False	False	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	8	False	I	green trunks and purple berries, not sure what else	4fb5d5c0-7750-7e37-c221-f46a5ef3fc01.png
14	False	False	7691-81a6c91c-659c-4fcb-8373-bbf90614b486	8	False	I	red trunks, purple trunks, purple balls 	4fb5d5c0-7750-7e37-c221-f46a5ef3fc01.png
14	False	False	2696-91598059-fd51-4c5b-a05d-4e1a231ea54e	8	False	I	if the little dots are purple it's a morseth, i guess you could call them berries idk light purple dots	4fb5d5c0-7750-7e37-c221-f46a5ef3fc01.png
14	False	False	6645-2af7fe33-806c-49a6-a044-d78d424176b7	8	False	I	purple berries is de wae	4fb5d5c0-7750-7e37-c221-f46a5ef3fc01.png
15	False	True	7790-7df05fcf-2ff4-4403-8b14-97dc2780edb0	8	False	I	this specie has the stems in colors , range , purple, green and light blue	2778ddb3-558a-ce30-6109-91cee426ae0a.png
